ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESS,POSTALCODE,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10227,25,100,3,2953.75,02-03-2004,Shipped,1,3,2004,Vintage Cars,102,S18_1342,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce  Lyon  France",69004,EMEA,Saveley,Mary,Small
10228,29,100,2,6463.23,10-03-2004,Shipped,1,3,2004,Classic Cars,214,S10_1949,Cambridge Collectables Co.,6175555555,4658 Baden Av.  Cambridge MA USA,51247,NA,Tseng,Kyung,Medium
10229,50,100,9,6426.5,11-03-2004,Shipped,1,3,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10230,43,100,1,7016.31,15-03-2004,Shipped,1,3,2004,Classic Cars,151,S12_3148,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34  Frankfurt  Germany,60528,EMEA,Keitel,Roland,Large
10231,42,100,2,8378.58,19-03-2004,Shipped,1,3,2004,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay  Madrid  Spain",28023,EMEA,Fernandez,Jesus,Large
10232,22,100,6,3606.02,20-03-2004,Shipped,1,3,2004,Vintage Cars,136,S18_3140,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way  Cowes Isle of Wight UK,PO31 7PJ,EMEA,Bennett,Helen,Medium
10233,40,94.71,2,3788.4,29-03-2004,Shipped,1,3,2004,Vintage Cars,88,S24_3151,Tekni Collectables Inc.,2015559350,7476 Moss Rd.  Newark NJ USA,94019,NA,Brown,William,Medium
10235,24,76.03,3,1824.72,02-04-2004,Shipped,2,4,2004,Planes,84,S18_2581,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.  Tsawassen BC Canada,T2F 8M4,NA,Lincoln,Elizabeth,Small
10236,22,100,1,2852.08,03-04-2004,Shipped,2,4,2004,Motorcycles,118,S10_2016,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.  Philadelphia PA USA,71270,NA,Hernandez,Rosa,Small
10237,23,100,7,2333.12,05-04-2004,Shipped,2,4,2004,Motorcycles,95,S10_1678,Vitachrome Inc.,2125551500,2678 Kingston Rd. Suite 101 NYC NY USA,10022,NA,Frick,Michael,Small
10238,28,100,3,5774.72,09-04-2004,Shipped,2,4,2004,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34  Kobenhavn  Denmark,1734,EMEA,Petersen,Jytte,Medium
10239,21,93.28,5,1958.88,12-04-2004,Shipped,2,4,2004,Classic Cars,115,S12_4675,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38  Oulu  Finland,90110,EMEA,Koskitalo,Pirkko,Small
10240,41,100,3,5628.89,13-04-2004,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  Osaka Osaka Japan",530-0003,Japan,Kentary,Mory,Medium
10241,21,100,11,2508.66,13-04-2004,Shipped,2,4,2004,Classic Cars,124,S18_1589,Mini Caravy,88.60.1555,"24, place Kluber  Strasbourg  France",67000,EMEA,Citeaux,Frederique,Small
10242,46,36.93,1,1698.78,20-04-2004,Shipped,2,4,2004,Vintage Cars,41,S24_3969,Microscale Inc.,2125551957,5290 North Pendale Street Suite 200 NYC NY USA,10022,NA,Kuo,Kee,Small
10243,47,100,2,6154.18,26-04-2004,Shipped,2,4,2004,Vintage Cars,127,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.  Boston MA USA,51003,NA,Franco,Valarie,Medium
10244,40,100,7,4684.8,29-04-2004,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10245,34,100,9,6120.34,04-05-2004,Shipped,2,5,2004,Classic Cars,214,S10_1949,Super Scale Inc.,2035559545,567 North Pendale Street  New Haven CT USA,97823,NA,Murphy,Leslie,Medium
10247,44,100,2,10606.2,05-05-2004,Shipped,2,5,2004,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy  Espoo  Finland",FIN-02271,EMEA,Suominen,Kalle,Large
10246,46,100,5,5069.66,05-05-2004,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10248,20,100,3,2910.4,07-05-2004,Cancelled,2,5,2004,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue  NYC NY USA,10022,NA,Yu,Kwai,Small
10249,46,100,5,5600.5,08-05-2004,Shipped,2,5,2004,Vintage Cars,105,S18_3856,Cambridge Collectables Co.,6175555555,4658 Baden Av.  Cambridge MA USA,51247,NA,Tseng,Kyung,Medium
10250,45,100,14,8160.3,11-05-2004,Shipped,2,5,2004,Planes,157,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.  San Jose CA USA,94217,NA,Frick,Sue,Large
10251,28,100,2,3188.64,18-05-2004,Shipped,2,5,2004,Motorcycles,95,S10_1678,Tekni Collectables Inc.,2015559350,7476 Moss Rd.  Newark NJ USA,94019,NA,Brown,William,Medium
10252,20,76.39,2,1527.8,26-05-2004,Shipped,2,5,2004,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston  Paris  France",75016,EMEA,Perrier,Dominique,Small
10253,24,100,13,3922.56,01-06-2004,Cancelled,2,6,2004,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery  Liverpool  UK,WX1 6LT,EMEA,Devon,Elizabeth,Medium
10255,24,100,1,3726,04-06-2004,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber  Strasbourg  France",67000,EMEA,Citeaux,Frederique,Medium
10256,34,95.55,2,3248.7,08-06-2004,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34  Kobenhavn  Denmark,1734,EMEA,Petersen,Jytte,Medium
10257,50,88.14,1,4407,14-06-2004,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.  San Jose CA USA,94217,NA,Frick,Sue,Medium
10259,26,100,12,4033.38,15-06-2004,Shipped,2,6,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown 2nd Floor Singapore  Singapore,69045,APAC,Victorino,Wendy,Medium
10258,32,100,6,7680.64,15-06-2004,Shipped,2,6,2004,Classic Cars,214,S10_1949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi  Minato-ku Tokyo Japan,106-0032,Japan,Shimamura,Akiko,Large
10261,27,100,1,3378.24,17-06-2004,Shipped,2,6,2004,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent  Montreal Quebec Canada,H1J 1C3,NA,Fresnisre,Jean,Medium
10262,49,100,9,6567.96,24-06-2004,Cancelled,2,6,2004,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10263,34,100,2,3676.76,28-06-2004,Shipped,2,6,2004,Motorcycles,95,S10_1678,Gift Depot Inc.,2035552570,25593 South Bay Ln.  Bridgewater CT USA,97562,NA,King,Julie,Medium
10264,48,54.71,3,2626.08,30-06-2004,Shipped,2,6,2004,Motorcycles,62,S18_3782,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.  Boston MA USA,51003,NA,Yoshido,Juri,Small
10265,45,86.84,2,3907.8,02-07-2004,Shipped,3,7,2004,Classic Cars,80,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street  Glen Waverly Victoria Australia,3150,APAC,Connery,Sean,Medium
10266,44,100,14,9160.36,06-07-2004,Shipped,3,7,2004,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124  Reggio Emilia  Italy,42100,EMEA,Moroni,Maurizio,Large
10267,36,75.55,1,2719.8,07-07-2004,Shipped,3,7,2004,Classic Cars,71,S18_4933,Muscle Machine Inc,2125557413,4092 Furth Circle Suite 400 NYC NY USA,10022,NA,Young,Jeff,Small
10269,32,63.08,1,2018.56,16-07-2004,Shipped,3,7,2004,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14  Salzburg  Austria,5020,EMEA,Pipps,Georg,Small
10270,21,100,9,4905.39,19-07-2004,Shipped,3,7,2004,Classic Cars,214,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy Level 6 Chatswood NSW Australia",2067,APAC,Huxley,Adrian,Medium
10272,35,100,2,5818.4,20-07-2004,Shipped,3,7,2004,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.  Allentown PA USA,70267,NA,Yu,Kyung,Medium
10271,31,97.17,5,3012.27,20-07-2004,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10273,30,100,4,3508.8,21-07-2004,Shipped,3,7,2004,Classic Cars,136,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532  Bruxelles  Belgium,B-1180,EMEA,Dewey,Catherine,Medium
10274,41,100,1,6724,21-07-2004,Shipped,3,7,2004,Planes,157,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.  Brickhaven MA USA,58339,NA,Nelson,Allen,Medium
10275,45,92.83,1,4177.35,23-07-2004,Shipped,3,7,2004,Motorcycles,95,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages  Nantes  France",44000,EMEA,Labrune,Janine,Medium
10276,50,100,3,9631,02-08-2004,Shipped,3,8,2004,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.  Brickhaven MA USA,58339,NA,Barajas,Miguel,Large
10277,28,100,1,3127.88,04-08-2004,Shipped,3,8,2004,Classic Cars,115,S12_4675,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye  Singapore  Singapore",79903,Japan,Natividad,Eric,Medium
10278,34,100,6,4667.86,06-08-2004,Shipped,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,7025551838,8489 Strong St.  Las Vegas NV USA,83030,NA,King,Sue,Medium
10279,26,60.58,1,1575.08,09-08-2004,Shipped,3,8,2004,Classic Cars,71,S18_4933,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
10280,34,100,2,8014.82,17-08-2004,Shipped,3,8,2004,Classic Cars,214,S10_1949,Amica Models & Co.,011-4988555,Via Monte Bianco 34  Torino  Italy,10100,EMEA,Accorti,Paolo,Large
10281,44,100,9,7020.64,19-08-2004,Shipped,3,8,2004,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.  Allentown PA USA,70267,NA,Yu,Kyung,Large
10283,25,100,6,2992,20-08-2004,Shipped,3,8,2004,Classic Cars,136,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.  Tsawassen BC Canada,T2F 8M4,NA,Lincoln,Elizabeth,Small
10282,41,100,5,7071.27,20-08-2004,Shipped,3,8,2004,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Large
10284,45,100,11,5747.85,21-08-2004,Shipped,3,8,2004,Planes,157,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum  Oslo  Norway",N 0106,EMEA,Klaeboe,Jan,Medium
10285,36,100,6,4099.68,27-08-2004,Shipped,3,8,2004,Motorcycles,95,S10_1678,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.  Cambridge MA USA,51247,NA,Hernandez,Marta,Medium
10286,38,57.2,1,2173.6,28-08-2004,Shipped,3,8,2004,Motorcycles,62,S18_3782,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne  Paris  France",75012,EMEA,Bertrand,Marie,Small
10287,21,100,12,3432.24,30-08-2004,Shipped,3,8,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237  Gensve  Switzerland,1203,EMEA,Holz,Michael,Medium
10288,20,100,14,2936.8,01-09-2004,Shipped,3,9,2004,Classic Cars,124,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown 2nd Floor Singapore  Singapore,69045,APAC,Victorino,Wendy,Small
10289,38,100,2,4567.98,03-09-2004,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum  Bergen  Norway",N 5804,EMEA,Oeztan,Veysel,Medium
10290,26,96.23,2,2501.98,07-09-2004,Shipped,3,9,2004,Vintage Cars,99,S18_3320,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.  Brickhaven MA USA,58339,NA,Taylor,Leslie,Small
10291,37,100,11,7136.19,08-09-2004,Shipped,3,9,2004,Classic Cars,214,S10_1949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24  Boras  Sweden,S-844 67,EMEA,Larsson,Maria,Large
10292,21,100,8,2214.87,08-09-2004,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,Land of Toys Inc.,2125557818,897 Long Airport Avenue  NYC NY USA,10022,NA,Yu,Kwai,Small
10293,46,100,8,8411.56,09-09-2004,Shipped,3,9,2004,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34  Torino  Italy,10100,EMEA,Accorti,Paolo,Large
10295,24,100,1,3427.2,10-09-2004,Shipped,3,9,2004,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.  Boston MA USA,51003,NA,Yoshido,Juri,Medium
10294,45,100,1,4692.6,10-09-2004,Shipped,3,9,2004,Ships,99,S700_3962,Online Mini Collectables,6175557555,7635 Spinnaker Dr.  Brickhaven MA USA,58339,NA,Barajas,Miguel,Medium
10296,36,100,7,5676.84,15-09-2004,Shipped,3,9,2004,Planes,157,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15  Munich  Germany,80686,EMEA,Donnermeyer,Michael,Medium
10297,25,82.79,4,2069.75,16-09-2004,Shipped,3,9,2004,Planes,84,S18_2581,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane Floor No. 4 Dublin  Ireland,2,EMEA,Cassidy,Dean,Small
10298,39,96.34,1,3757.26,27-09-2004,Shipped,3,9,2004,Motorcycles,118,S10_2016,Atelier graphique,40.32.2555,"54, rue Royale  Nantes  France",44000,EMEA,Schmitt,Carine,Medium
10299,23,100,9,2597.39,30-09-2004,Shipped,3,9,2004,Motorcycles,95,S10_1678,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45  Helsinki  Finland,21240,EMEA,Karttunen,Matti,Small
10303,46,49.04,2,2255.84,06-10-2004,Shipped,4,10,2004,Vintage Cars,60,S18_2248,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33  Sevilla  Spain",41101,EMEA,Roel,Jose Pedro,Small
10304,47,100,6,10172.7,11-10-2004,Shipped,4,10,2004,Classic Cars,214,S10_1949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe  Versailles  France",78000,EMEA,Tonini,Daniel,Large
10305,38,100,13,6680.78,13-10-2004,Shipped,4,10,2004,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.  Cambridge MA USA,51247,NA,Hernandez,Marta,Medium
10306,31,100,13,6570.76,14-10-2004,Shipped,4,10,2004,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus  Manchester  UK,EC2 5NT,EMEA,Ashworth,Victoria,Medium
10307,22,100,9,2692.8,14-10-2004,Shipped,4,10,2004,Classic Cars,136,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street  Philadelphia PA USA,71270,NA,Cervantes,Francisca,Small
10309,41,100,5,4394.38,15-10-2004,Shipped,4,10,2004,Motorcycles,95,S10_1678,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78  Stavern  Norway,4110,EMEA,Bergulfsen,Jonas,Medium
10308,34,100,2,4043.96,15-10-2004,Shipped,4,10,2004,Motorcycles,118,S10_2016,Mini Classics,9145554562,3758 North Pendale Street  White Plains NY USA,24067,NA,Frick,Steve,Medium
10310,33,100,10,6934.62,16-10-2004,Shipped,4,10,2004,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369  Koln  Germany,50739,EMEA,Pfalzheim,Henriette,Medium
10311,29,100,9,2923.2,16-10-2004,Shipped,4,10,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
10312,48,100,3,11623.7,21-10-2004,Shipped,4,10,2004,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Large
10313,40,100,7,6678,22-10-2004,Shipped,4,10,2004,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.  Vancouver BC Canada,V3F 2K1,NA,Tannamuri,Yoshi,Medium
10314,38,100,5,7975.44,22-10-2004,Shipped,4,10,2004,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45  Aaarhus  Denmark,8200,EMEA,Ibsen,Palle,Large
10315,36,100,7,3602.16,29-10-2004,Shipped,4,10,2004,Vintage Cars,87,S18_4522,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages  Nantes  France",44000,EMEA,Labrune,Janine,Medium
10316,33,100,17,4128.96,01-11-2004,Shipped,4,11,2004,Classic Cars,136,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way  Cowes Isle of Wight UK,PO31 7PJ,EMEA,Bennett,Helen,Medium
10348,48,52.36,8,2513.28,01-11-2004,Shipped,4,11,2004,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67  Madrid  Spain",28023,EMEA,Sommer,Mart¡n,Small
10318,46,94.74,1,4358.04,02-11-2004,Shipped,4,11,2004,Motorcycles,95,S10_1678,Diecast Classics Inc.,2155551555,7586 Pompton St.  Allentown PA USA,70267,NA,Yu,Kyung,Medium
10317,35,83.32,1,2916.2,02-11-2004,Shipped,4,11,2004,Planes,72,S24_4278,Technics Stores Inc.,6505556809,9408 Furth Circle  Burlingame CA USA,94217,NA,Hirano,Juri,Small
10320,31,100,3,6876.11,03-11-2004,Shipped,4,11,2004,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8  Lule  Sweden,S-958 22,EMEA,Berglund,Christina,Medium
10319,30,100,9,4111.8,03-11-2004,Shipped,4,11,2004,Motorcycles,150,S12_2823,Microscale Inc.,2125551957,5290 North Pendale Street Suite 200 NYC NY USA,10022,NA,Kuo,Kee,Medium
10322,40,100,1,6000.4,04-11-2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue  Nashua NH USA,62005,NA,Young,Valarie,Medium
10321,24,100,15,2984.88,04-11-2004,Shipped,4,11,2004,Classic Cars,115,S12_4675,FunGiftIdeas.com,5085552555,1785 First Street  New Bedford MA USA,50553,NA,Benitez,Violeta,Small
10325,47,64.93,6,3051.71,05-11-2004,Shipped,4,11,2004,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78  Stavern  Norway,4110,EMEA,Bergulfsen,Jonas,Medium
10324,27,54.33,1,1466.91,05-11-2004,Shipped,4,11,2004,Classic Cars,151,S12_3148,Vitachrome Inc.,2125551500,2678 Kingston Rd. Suite 101 NYC NY USA,10022,NA,Frick,Michael,Small
10323,33,91.27,2,3011.91,05-11-2004,Shipped,4,11,2004,Vintage Cars,99,S18_3320,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34  Frankfurt  Germany,60528,EMEA,Keitel,Roland,Medium
10326,32,100,6,3807.68,09-11-2004,Shipped,4,11,2004,Trains,100,S18_3259,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8  Lule  Sweden,S-958 22,EMEA,Berglund,Christina,Medium
10327,25,100,6,2804.75,10-11-2004,Resolved,4,11,2004,Planes,157,S18_1662,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34  Kobenhavn  Denmark,1734,EMEA,Petersen,Jytte,Small
10328,34,100,6,3815.48,12-11-2004,Shipped,4,11,2004,Vintage Cars,105,S18_3856,Rovelli Gifts,035-640555,Via Ludovico il Moro 22  Bergamo  Italy,24100,EMEA,Rovelli,Giovanni,Medium
10329,42,100,1,4396.14,15-11-2004,Shipped,4,11,2004,Motorcycles,95,S10_1678,Land of Toys Inc.,2125557818,897 Long Airport Avenue  NYC NY USA,10022,NA,Yu,Kwai,Medium
10330,37,100,3,4405.22,16-11-2004,Shipped,4,11,2004,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03  Makati City  Philippines,1227 MM,Japan,Cruz,Arnold,Medium
10331,46,100,6,6434.02,17-11-2004,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.  Philadelphia PA USA,71270,NA,Hernandez,Rosa,Medium
10332,46,95.13,15,4375.98,17-11-2004,Shipped,4,11,2004,Vintage Cars,102,S18_1342,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus  Manchester  UK,EC2 5NT,EMEA,Ashworth,Victoria,Medium
10333,26,100,3,3003,18-11-2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,Mini Wheels Co.,6505555787,5557 North Pendale Street  San Francisco CA USA,25712,NA,Murphy,Julie,Medium
10334,26,100,2,3188.12,19-11-2004,On Hold,4,11,2004,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv„gen  8  Lule  Sweden,S-958 22,EMEA,Berglund,Christina,Medium
10335,33,37.13,2,1225.29,19-11-2004,Shipped,4,11,2004,Classic Cars,35,S24_2840,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Small
10336,33,57.22,10,1888.26,20-11-2004,Shipped,4,11,2004,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne  Paris  France",75012,EMEA,Bertrand,Marie,Small
10337,25,48.05,8,1201.25,21-11-2004,Shipped,4,11,2004,Classic Cars,136,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St. Suite 750 NYC NY USA,10022,NA,Hernandez,Maria,Small
10338,41,100,1,5624.79,22-11-2004,Shipped,4,11,2004,Planes,157,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255  Charleroi  Belgium",B-6000,EMEA,Cartrain,Pascale,Medium
10339,40,68.92,4,2756.8,23-11-2004,Shipped,4,11,2004,Motorcycles,118,S10_2016,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi  Minato-ku Tokyo Japan,106-0032,Japan,Shimamura,Akiko,Small
10342,40,100,2,6454.4,24-11-2004,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road Level 3 Melbourne Victoria Australia,3004,APAC,Ferguson,Peter,Medium
10343,36,100,4,5848.92,24-11-2004,Shipped,4,11,2004,Classic Cars,124,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye  Reims  France,51100,EMEA,Henriot,Paul,Medium
10341,41,100,9,7737.93,24-11-2004,Shipped,4,11,2004,Motorcycles,95,S10_1678,Salzburg Collectables,6562-9555,Geislweg 14  Salzburg  Austria,5020,EMEA,Pipps,Georg,Large
10340,55,79.98,8,4398.9,24-11-2004,Shipped,4,11,2004,Motorcycles,76,S24_2000,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23  Barcelona  Spain",8022,EMEA,Saavedra,Eduardo,Medium
10344,45,100,1,7650,25-11-2004,Shipped,4,11,2004,Vintage Cars,170,S18_1749,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers  Marseille  France",13008,EMEA,Lebihan,Laurence,Large
10345,43,53.76,1,2311.68,25-11-2004,Shipped,4,11,2004,Vintage Cars,44,S24_2022,Atelier graphique,40.32.2555,"54, rue Royale  Nantes  France",44000,EMEA,Schmitt,Carine,Small
10347,30,100,1,3944.7,29-11-2004,Shipped,4,11,2004,Classic Cars,214,S10_1949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road Level 3 Melbourne Victoria Australia,3004,APAC,Ferguson,Peter,Medium
10346,42,36.11,3,1516.62,29-11-2004,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Signal Gift Stores,7025551838,8489 Strong St.  Las Vegas NV USA,83030,NA,King,Sue,Small
10349,26,100,10,4408.56,01-12-2004,Shipped,4,12,2004,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle Suite 400 NYC NY USA,10022,NA,Young,Jeff,Medium
10350,26,75.47,5,1962.22,02-12-2004,Shipped,4,12,2004,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
10352,23,100,3,2352.67,03-12-2004,Shipped,4,12,2004,Ships,90,S700_2047,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.  Brickhaven MA USA,58339,NA,Taylor,Leslie,Small
10351,39,99.52,1,3881.28,03-12-2004,Shipped,4,12,2004,Planes,157,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George  London  UK,WX3 6FW,EMEA,Brown,Ann,Medium
10353,27,100,1,3515.67,04-12-2004,Shipped,4,12,2004,Planes,84,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.  Glendale CT USA,97561,NA,Lewis,Dan,Medium
10355,23,100,7,3177.91,07-12-2004,Shipped,4,12,2004,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Medium
10356,43,97.6,8,4196.8,09-12-2004,Shipped,4,12,2004,Classic Cars,141,S18_1129,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia  Paris  France,75508,EMEA,Da Cunha,Daniel,Medium
10357,32,100,10,5691.84,10-12-2004,Shipped,4,12,2004,Classic Cars,214,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.  San Rafael CA USA,97562,NA,Nelson,Valarie,Medium
10358,49,55.34,5,2711.66,10-12-2004,Shipped,4,12,2004,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86  Madrid  Spain",28034,EMEA,Freyre,Diego,Small
